year,month,day_endofweek,statefips,initial_claims,initial_claims_rate,total_claims,total_claims_rate
2020,5,9,42,73688,1.14,1123152,17.3
2020,5,9,44,6245,1.12,100328,18.1
2020,5,9,45,33191,1.4,301892,12.7
2020,5,9,46,5269,1.14,28657,6.18
2020,5,9,47,28377,0.848,371589,11.1
2020,5,9,48,141553,1.01,1323162,9.42
2020,5,9,49,7076,0.44,98667,6.14
2020,5,9,50,2913,0.851,59953,17.5
2020,5,9,51,52139,1.18,444812,10.1
2020,5,9,53,110831,2.83,850626,21.7
2020,5,9,54,6045,0.758,113450,14.2
2020,5,9,55,38710,1.25,351958,11.3
2020,5,9,56,3297,1.13,21225,7.26
2020,5,16,1,25150,1.12,228827,10.2
2020,5,16,2,7741,2.23,57790,16.6
2020,5,16,4,31957,0.9,262523,7.39
2020,5,16,5,11427,0.839,133835,9.82
2020,5,16,6,244431,1.26,3809584,19.6
2020,5,16,8,18054,0.573,264561,8.4
2020,5,16,9,25960,1.36,323048,16.9
2020,5,16,10,5554,1.14,56564,11.6
2020,5,16,11,5196,1.27,74040,18.1
2020,5,16,12,225404,2.18,2376512,23
2020,5,16,13,177731,3.48,967909,18.9
2020,5,16,15,10964,1.65,156675,23.6
2020,5,16,16,5800,0.658,65921,7.47
2020,5,16,17,72780,1.13,806322,12.5
2020,5,16,18,29436,0.869,299821,8.85
2020,5,16,19,12056,0.693,196697,11.3
2020,5,16,20,11238,0.756,119803,8.06
2020,5,16,21,47321,2.28,294186,14.2
2020,5,16,22,28545,1.36,355049,16.9
2020,5,16,23,4726,0.682,96933,14
2020,5,16,24,35111,1.08,288330,8.84
2020,5,16,25,38684,1.01,628229,16.5
2020,5,16,26,56715,1.15,1050903,21.3
2020,5,16,27,28893,0.929,456583,14.7
2020,5,16,28,24242,1.9,214128,16.8
2020,5,16,29,28244,0.916,290084,9.41
2020,5,16,30,3660,0.686,57446,10.8
2020,5,16,31,5839,0.564,68801,6.65
2020,5,16,32,17837,1.16,386878,25.1
2020,5,16,33,8794,1.14,123244,15.9
2020,5,16,34,42365,0.943,644135,14.3
2020,5,16,35,7356,0.771,111305,11.7
2020,5,16,36,223962,2.35,2097897,22
2020,5,16,37,46913,0.923,652622,12.8
2020,5,16,38,2619,0.649,35018,8.68
2020,5,16,39,46862,0.808,751646,13
2020,5,16,40,33440,1.82,168669,9.16
2020,5,16,41,23539,1.12,313690,14.9
2020,5,16,42,41673,0.642,1050559,16.2
2020,5,16,44,3883,0.699,93130,16.8
2020,5,16,45,29899,1.26,286575,12.1
2020,5,16,46,3891,0.839,29077,6.27
2020,5,16,47,27990,0.837,360735,10.8
2020,5,16,48,134065,0.955,1434641,10.2
2020,5,16,49,6228,0.387,92526,5.76
2020,5,16,50,2199,0.643,57302,16.7
2020,5,16,51,44699,1.01,448256,10.2
2020,5,16,53,140119,3.58,1185575,30.3
2020,5,16,54,5026,0.631,103820,13
2020,5,16,55,31287,1.01,339684,10.9
2020,5,16,56,2303,0.788,19638,6.72
2020,5,23,1,27919,1.25,218124,9.73
2020,5,23,2,8152,2.34,56152,16.1
2020,5,23,4,26868,0.757,244836,6.89
2020,5,23,5,10825,0.794,130868,9.6
2020,5,23,6,203262,1.05,2358572,12.2
2020,5,23,8,15719,0.499,281218,8.93
2020,5,23,9,16603,0.868,289298,15.1
2020,5,23,10,4651,0.955,55431,11.4
2020,5,23,11,5135,1.25,75238,18.4
2020,5,23,12,175411,1.7,704795,6.82
2020,5,23,13,165499,3.24,897261,17.6
2020,5,23,15,9140,1.37,137226,20.6
2020,5,23,16,4727,0.536,61419,6.96
2020,5,23,17,58263,0.904,820630,12.7
2020,5,23,18,25523,0.753,279059,8.24
2020,5,23,19,13723,0.789,192282,11.1
2020,5,23,20,11232,0.756,115785,7.79
2020,5,23,21,53738,2.59,298080,14.4
2020,5,23,22,23961,1.14,352370,16.8
2020,5,23,23,16667,2.41,154886,22.4
2020,5,23,24,33991,1.04,289008,8.86
2020,5,23,25,38332,1,632847,16.6
2020,5,23,26,64574,1.31,1049868,21.3
2020,5,23,27,27211,0.875,443879,14.3
2020,5,23,28,23856,1.87,208006,16.3
2020,5,23,29,27436,0.89,282810,9.17
2020,5,23,30,3821,0.716,53738,10.1
2020,5,23,31,5812,0.561,67416,6.51
2020,5,23,32,15607,1.01,358637,23.3
2020,5,23,33,7266,0.939,116450,15.1
2020,5,23,34,34410,0.766,620942,13.8
2020,5,23,35,7058,0.739,115772,12.1
2020,5,23,36,189087,1.99,2000099,21
2020,5,23,37,44202,0.87,608270,12
2020,5,23,38,2978,0.738,34078,8.44
2020,5,23,39,42585,0.734,679454,11.7
2020,5,23,40,43714,2.37,182910,9.93
2020,5,23,41,28452,1.35,321533,15.3
2020,5,23,42,55374,0.853,962626,14.8
2020,5,23,44,2937,0.529,90903,16.4
2020,5,23,45,25380,1.07,267173,11.2
2020,5,23,46,3471,0.748,25925,5.59
2020,5,23,47,25439,0.761,353207,10.6
2020,5,23,48,127717,0.909,1400274,9.97
2020,5,23,49,5405,0.336,87459,5.44
2020,5,23,50,1552,0.454,51837,15.1
2020,5,23,51,39242,0.889,442168,10
2020,5,23,53,49436,1.26,642723,16.4
2020,5,23,54,4904,0.615,97990,12.3
2020,5,23,55,28967,0.933,320644,10.3
2020,5,23,56,2800,0.958,20431,6.99
2020,5,30,1,21335,0.952,204900,9.14
2020,5,30,2,7452,2.14,54796,15.8
2020,5,30,4,22012,0.62,231956,6.53
2020,5,30,5,8481,0.622,123846,9.09
2020,5,30,6,228634,1.18,2981035,15.4
2020,5,30,8,12519,0.398,257119,8.17
2020,5,30,9,14208,0.743,262871,13.7
2020,5,30,10,3052,0.626,58224,11.9
2020,5,30,11,3559,0.868,74230,18.1
2020,5,30,12,207707,2.01,838347,8.11
2020,5,30,13,149163,2.92,903996,17.7
2020,5,30,15,7702,1.16,132641,19.9
2020,5,30,16,3646,0.413,54681,6.2
2020,5,30,17,46385,0.72,766164,11.9
2020,5,30,18,22914,0.676,256783,7.58
2020,5,30,19,6449,0.371,169011,9.72
2020,5,30,20,10028,0.675,109976,7.4
2020,5,30,21,43013,2.08,249018,12
2020,5,30,22,19334,0.923,320932,15.3
2020,5,30,23,11151,1.61,173407,25
2020,5,30,24,31920,0.979,278462,8.54
2020,5,30,25,27630,0.724,627381,16.4
2020,5,30,26,39290,0.796,972471,19.7
2020,5,30,27,21654,0.696,419553,13.5
2020,5,30,28,24014,1.88,198822,15.6
2020,5,30,29,20650,0.67,262823,8.52
2020,5,30,30,3054,0.572,51560,9.66
2020,5,30,31,5083,0.491,67548,6.52
2020,5,30,32,11337,0.735,346380,22.5
2020,5,30,33,6127,0.792,106896,13.8
2020,5,30,34,26752,0.595,574665,12.8
2020,5,30,35,6672,0.699,112427,11.8
2020,5,30,36,81926,0.861,1838629,19.3
2020,5,30,37,37047,0.729,585035,11.5
2020,5,30,38,2315,0.574,33121,8.21
2020,5,30,39,35078,0.605,601624,10.4
2020,5,30,40,60376,3.28,232685,12.6
2020,5,30,41,20565,0.977,277324,13.2
2020,5,30,42,42266,0.651,1061837,16.4
2020,5,30,44,2748,0.495,81244,14.6
2020,5,30,45,18910,0.796,233724,9.84
2020,5,30,46,1498,0.323,21127,4.55
2020,5,30,47,22255,0.665,344372,10.3
2020,5,30,48,106677,0.76,1508450,10.7
2020,5,30,49,4948,0.308,84264,5.24
2020,5,30,50,1465,0.428,47781,14
2020,5,30,51,31379,0.711,429790,9.74
2020,5,30,53,31929,0.816,511697,13.1
2020,5,30,54,4685,0.588,89295,11.2
2020,5,30,55,24661,0.794,294339,9.48
2020,5,30,56,2421,0.828,18274,6.25
2020,6,6,1,19949,0.89,200194,8.93
2020,6,6,2,7081,2.04,54204,15.6
2020,6,6,4,24367,0.686,234972,6.62
2020,6,6,5,9663,0.709,125145,9.18
2020,6,6,6,255836,1.32,3068320,15.8
2020,6,6,8,13098,0.416,276908,8.79
2020,6,6,9,15366,0.803,284483,14.9
2020,6,6,10,3037,0.623,52696,10.8
2020,6,6,11,3385,0.826,75408,18.4
2020,6,6,12,112161,1.09,1078786,10.4
2020,6,6,13,135254,2.65,833408,16.3
2020,6,6,15,7338,1.1,132906,20
2020,6,6,16,3953,0.448,51732,5.87
2020,6,6,17,44606,0.692,786344,12.2
2020,6,6,18,22931,0.677,243987,7.2
2020,6,6,19,9488,0.546,167756,9.65
2020,6,6,20,8261,0.556,99331,6.68
2020,6,6,21,40733,1.97,238435,11.5
2020,6,6,22,21879,1.04,326962,15.6
2020,6,6,23,3117,0.45,81364,11.7
2020,6,6,24,41638,1.28,288173,8.84
2020,6,6,25,45142,1.18,619161,16.2
2020,6,6,26,27836,0.564,784112,15.9
2020,6,6,27,28311,0.91,427110,13.7
2020,6,6,28,21283,1.67,170185,13.3
2020,6,6,29,19907,0.646,256438,8.32
2020,6,6,30,3078,0.577,49383,9.26
2020,6,6,31,4697,0.454,65176,6.3
2020,6,6,32,10748,0.697,344930,22.4
2020,6,6,33,6303,0.815,108492,14
2020,6,6,34,23166,0.516,582223,13
2020,6,6,35,5290,0.554,109309,11.5
2020,6,6,36,93799,0.986,1788608,18.8
2020,6,6,37,33865,0.667,571517,11.2
2020,6,6,38,2252,0.558,32107,7.96
2020,6,6,39,36154,0.623,569501,9.82
2020,6,6,40,77525,4.21,234320,12.7
2020,6,6,41,24508,1.16,300276,14.3
2020,6,6,42,45049,0.694,891837,13.7
2020,6,6,44,3518,0.633,80464,14.5
2020,6,6,45,23188,0.976,235758,9.92
2020,6,6,46,880,0.19,21453,4.62
2020,6,6,47,20908,0.625,330973,9.89
2020,6,6,48,89676,0.638,1305183,9.29
2020,6,6,49,5382,0.335,83527,5.2
2020,6,6,50,1650,0.482,46857,13.7
2020,6,6,51,29231,0.662,425287,9.64
2020,6,6,53,30677,0.784,468833,12
2020,6,6,54,4413,0.554,87575,11
2020,6,6,55,25047,0.807,280852,9.04
2020,6,6,56,2013,0.689,17565,6.01
2020,6,13,1,18367,0.819,182349,8.13
2020,6,13,2,6797,1.95,52589,15.1
2020,6,13,4,22419,0.631,231948,6.53
2020,6,13,5,9381,0.688,123004,9.03
2020,6,13,6,241424,1.24,3242837,16.7
2020,6,13,8,10382,0.33,253167,8.04
2020,6,13,9,11852,0.619,272370,14.2
2020,6,13,10,2516,0.516,49631,10.2
2020,6,13,11,3065,0.748,75999,18.5
2020,6,13,12,88148,0.853,1008350,9.75
2020,6,13,13,131997,2.58,814498,15.9
2020,6,13,15,7248,1.09,121367,18.3
2020,6,13,16,3631,0.412,40395,4.58
2020,6,13,17,44694,0.693,754973,11.7
2020,6,13,18,24017,0.709,235272,6.95
2020,6,13,19,9069,0.522,161808,9.31
2020,6,13,20,8287,0.557,92168,6.2
2020,6,13,21,37650,1.82,218819,10.6
2020,6,13,22,23122,1.1,329480,15.7
2020,6,13,23,3013,0.435,69979,10.1
2020,6,13,24,23450,0.719,273719,8.39
2020,6,13,25,30411,0.797,608402,15.9
2020,6,13,26,21293,0.431,748215,15.2
2020,6,13,27,24696,0.794,396626,12.8
2020,6,13,28,18407,1.44,141599,11.1
2020,6,13,29,18912,0.613,237508,7.7
2020,6,13,30,3157,0.592,47455,8.89
2020,6,13,31,4868,0.47,62270,6.02
2020,6,13,32,10620,0.689,322629,20.9
2020,6,13,33,6431,0.831,104871,13.6
2020,6,13,34,26438,0.588,564707,12.6
2020,6,13,35,5111,0.535,107198,11.2
2020,6,13,36,95150,1,1772187,18.6
2020,6,13,37,32188,0.634,556975,11
2020,6,13,38,2073,0.514,31176,7.72
2020,6,13,39,33139,0.571,526097,9.07
2020,6,13,40,84779,4.6,258140,14
2020,6,13,41,24645,1.17,276514,13.1
2020,6,13,42,44341,0.683,958151,14.8
2020,6,13,44,2641,0.475,75724,13.6
2020,6,13,45,19853,0.836,220756,9.29
2020,6,13,46,1065,0.23,19714,4.25
2020,6,13,47,19413,0.58,317286,9.49
2020,6,13,48,94723,0.674,1392019,9.91
2020,6,13,49,4803,0.299,80186,4.99
2020,6,13,50,1859,0.543,45197,13.2
2020,6,13,51,27186,0.616,414079,9.38
2020,6,13,53,30217,0.772,440421,11.3
2020,6,13,54,4327,0.543,79563,9.98
2020,6,13,55,25543,0.823,264071,8.5
2020,6,13,56,1539,0.527,16910,5.79
2020,6,20,1,18671,0.833,168673,7.52
2020,6,20,2,6757,1.94,51137,14.7
2020,6,20,4,25886,0.729,243820,6.87
2020,6,20,5,9669,0.71,121858,8.94
2020,6,20,6,284494,1.47,3063919,15.8
2020,6,20,8,10013,0.318,269354,8.55
2020,6,20,9,10411,0.544,261185,13.6
2020,6,20,10,2797,0.574,47909,9.83
2020,6,20,11,3073,0.75,76000,18.5
2020,6,20,12,95683,0.926,1091475,10.6
2020,6,20,13,125725,2.46,795460,15.6
2020,6,20,15,7178,1.08,139644,21
2020,6,20,16,4285,0.486,37345,4.23
2020,6,20,17,46276,0.718,752115,11.7
2020,6,20,18,29331,0.866,230573,6.81
2020,6,20,19,8208,0.472,160989,9.26
2020,6,20,20,9179,0.617,90352,6.08
2020,6,20,21,24846,1.2,196991,9.5
2020,6,20,22,19524,0.932,319913,15.3
2020,6,20,23,2911,0.42,67628,9.76
2020,6,20,24,32549,0.998,276260,8.47
2020,6,20,25,30005,0.786,596170,15.6
2020,6,20,26,19641,0.398,604065,12.2
2020,6,20,27,20487,0.659,372259,12
2020,6,20,28,15230,1.19,112299,8.8
2020,6,20,29,17358,0.563,227553,7.38
2020,6,20,30,2997,0.562,45678,8.56
2020,6,20,31,4406,0.426,61652,5.96
2020,6,20,32,10347,0.671,304996,19.8
2020,6,20,33,5413,0.7,98189,12.7
2020,6,20,34,33027,0.735,561200,12.5
2020,6,20,35,4945,0.518,105293,11
2020,6,20,36,89031,0.936,1738894,18.3
2020,6,20,37,29199,0.575,558542,11
2020,6,20,38,1821,0.451,30557,7.57
2020,6,20,39,34926,0.602,501289,8.64
2020,6,20,40,58613,3.18,240804,13.1
2020,6,20,41,16274,0.773,240750,11.4
2020,6,20,42,42577,0.656,791451,12.2
2020,6,20,44,4014,0.723,73250,13.2
2020,6,20,45,17611,0.741,215835,9.08
2020,6,20,46,910,0.196,18073,3.9
2020,6,20,47,20506,0.613,304137,9.09
2020,6,20,48,89547,0.638,1311360,9.34
2020,6,20,49,4915,0.306,78534,4.88
2020,6,20,50,1389,0.406,44070,12.9
2020,6,20,51,25293,0.573,400872,9.09
2020,6,20,53,30793,0.787,449252,11.5
2020,6,20,54,3756,0.471,74032,9.29
2020,6,20,55,25428,0.819,250852,8.08
2020,6,20,56,1402,0.48,16472,5.64
2020,6,27,1,18338,0.818,159788,7.13
2020,6,27,2,6467,1.86,49675,14.3
2020,6,27,4,26328,0.741,243833,6.87
2020,6,27,5,10395,0.763,119086,8.74
2020,6,27,6,277362,1.43,3178963,16.4
2020,6,27,8,8646,0.275,245882,7.81
2020,6,27,9,10133,0.53,257328,13.4
2020,6,27,10,2771,0.569,46805,9.61
2020,6,27,11,3132,0.764,75939,18.5
2020,6,27,12,84370,0.816,825714,7.99
2020,6,27,13,117485,2.3,778718,15.2
2020,6,27,15,8192,1.23,137011,20.6
2020,6,27,16,5417,0.614,36303,4.12
2020,6,27,17,45752,0.71,722474,11.2
2020,6,27,18,44827,1.32,236115,6.97
2020,6,27,19,7732,0.445,149480,8.6
2020,6,27,20,9738,0.655,89193,6
2020,6,27,21,30640,1.48,190205,9.18
2020,6,27,22,21976,1.05,328065,15.7
2020,6,27,23,3119,0.45,66108,9.54
2020,6,27,24,22623,0.694,255709,7.84
2020,6,27,25,29699,0.778,586987,15.4
2020,6,27,26,38309,0.776,672262,13.6
2020,6,27,27,19373,0.623,356755,11.5
2020,6,27,28,13673,1.07,161297,12.6
2020,6,27,29,20008,0.649,224129,7.27
2020,6,27,30,2695,0.505,43722,8.2
2020,6,27,31,4203,0.406,61034,5.9
2020,6,27,32,11110,0.72,298053,19.3
2020,6,27,33,5163,0.667,91749,11.9
2020,6,27,34,27992,0.623,547159,12.2
2020,6,27,35,5083,0.532,100986,10.6
2020,6,27,36,89834,0.944,1701825,17.9
2020,6,27,37,29580,0.582,493148,9.71
2020,6,27,38,1511,0.374,29957,7.42
2020,6,27,39,35908,0.619,484020,8.34
2020,6,27,40,18405,1,183703,9.98
2020,6,27,41,11195,0.532,227708,10.8
2020,6,27,42,45261,0.697,854870,13.2
2020,6,27,44,3229,0.581,70329,12.7
2020,6,27,45,17654,0.743,214779,9.04
2020,6,27,46,644,0.139,17786,3.83
2020,6,27,47,21544,0.644,300743,8.99
2020,6,27,48,96593,0.688,1398307,9.96
2020,6,27,49,4965,0.309,77181,4.8
2020,6,27,50,2163,0.632,44583,13
2020,6,27,51,31955,0.724,398669,9.04
2020,6,27,53,33266,0.85,449870,11.5
2020,6,27,54,3532,0.443,72628,9.11
2020,6,27,55,24925,0.803,247822,7.98
2020,6,27,56,1418,0.485,15912,5.44
2020,7,4,1,19056,0.85,157328,7.02
2020,7,4,2,6124,1.76,48234,13.9
2020,7,4,4,25774,0.726,242377,6.83
2020,7,4,5,10832,0.795,115524,8.48
2020,7,4,6,264791,1.36,3023265,15.6
2020,7,4,8,7928,0.252,254036,8.07
2020,7,4,9,12267,0.641,264193,13.8
2020,7,4,10,2791,0.573,48389,9.93
2020,7,4,11,2858,0.697,75660,18.5
2020,7,4,12,66941,0.648,648893,6.28
2020,7,4,13,105160,2.06,725107,14.2
2020,7,4,15,7648,1.15,131119,19.7
2020,7,4,16,4924,0.558,34014,3.86
2020,7,4,17,39015,0.605,706475,11
2020,7,4,18,22102,0.652,206070,6.08
2020,7,4,19,9957,0.573,144172,8.29
2020,7,4,20,11458,0.771,94152,6.33
2020,7,4,21,23282,1.12,174030,8.4
2020,7,4,22,31417,1.5,344574,16.4
2020,7,4,23,2939,0.424,66574,9.61
2020,7,4,24,33191,1.02,279628,8.58
2020,7,4,25,27051,0.709,584756,15.3
2020,7,4,26,34602,0.701,563749,11.4
2020,7,4,27,19362,0.623,345607,11.1
2020,7,4,28,11266,0.883,148596,11.6
2020,7,4,29,17685,0.574,222805,7.23
2020,7,4,30,2788,0.523,41820,7.84
2020,7,4,31,5803,0.561,64002,6.18
2020,7,4,32,12484,0.809,300452,19.5
2020,7,4,33,5776,0.747,80252,10.4
2020,7,4,34,47402,1.05,539180,12
2020,7,4,35,5666,0.594,102056,10.7
2020,7,4,36,93740,0.985,1692407,17.8
2020,7,4,37,27937,0.55,440290,8.67
2020,7,4,38,1720,0.426,28741,7.12
2020,7,4,39,33830,0.583,467697,8.06
2020,7,4,40,9423,0.512,140457,7.63
2020,7,4,41,10343,0.492,213943,10.2
2020,7,4,42,44086,0.679,695246,10.7
2020,7,4,44,3436,0.618,69740,12.6
2020,7,4,45,16015,0.674,203297,8.56
2020,7,4,46,835,0.18,16777,3.62
2020,7,4,47,24920,0.745,298735,8.93
2020,7,4,48,117099,0.834,1355030,9.65
2020,7,4,49,4802,0.299,75441,4.69
2020,7,4,50,1876,0.548,40965,12
2020,7,4,51,31825,0.721,410432,9.3
2020,7,4,53,29506,0.754,410481,10.5
2020,7,4,54,3330,0.418,68886,8.64
2020,7,4,55,27385,0.882,245938,7.92
2020,7,4,56,1338,0.458,15386,5.26
2020,7,11,1,20563,0.917,137951,6.15
2020,7,11,2,9572,2.75,52797,15.2
2020,7,11,4,28695,0.808,256114,7.21
2020,7,11,5,14155,1.04,113238,8.31
2020,7,11,6,284914,1.47,3231721,16.6
2020,7,11,8,10554,0.335,238778,7.58
2020,7,11,9,9955,0.52,264416,13.8
2020,7,11,10,3167,0.65,45361,9.31
2020,7,11,11,3300,0.805,75825,18.5
2020,7,11,12,132831,1.29,1047632,10.1
2020,7,11,13,138452,2.71,931169,18.2
2020,7,11,15,7668,1.15,136170,20.5
2020,7,11,16,5458,0.619,34224,3.88
2020,7,11,17,38261,0.594,703024,10.9
2020,7,11,18,28360,0.837,218529,6.45
2020,7,11,19,10653,0.613,144937,8.34
2020,7,11,20,13368,0.899,94929,6.39
2020,7,11,21,24544,1.18,183203,8.84
2020,7,11,22,26351,1.26,339244,16.2
2020,7,11,23,4696,0.678,65319,9.43
2020,7,11,24,19463,0.597,253313,7.77
2020,7,11,25,24131,0.632,561433,14.7
2020,7,11,26,27720,0.561,632566,12.8
2020,7,11,27,21637,0.696,353677,11.4
2020,7,11,28,12223,0.958,112414,8.81
2020,7,11,29,16883,0.548,214194,6.95
2020,7,11,30,2990,0.56,42074,7.89
2020,7,11,31,7911,0.764,64865,6.27
2020,7,11,32,14666,0.951,310660,20.1
2020,7,11,33,2930,0.379,75453,9.75
2020,7,11,34,38825,0.864,530121,11.8
2020,7,11,35,6381,0.668,98489,10.3
2020,7,11,36,91546,0.962,1612378,16.9
2020,7,11,37,28108,0.553,393878,7.75
2020,7,11,38,1532,0.38,29157,7.22
2020,7,11,39,35755,0.616,470012,8.1
2020,7,11,40,9680,0.526,141612,7.69
2020,7,11,41,11713,0.557,218469,10.4
2020,7,11,42,44798,0.69,860080,13.2
2020,7,11,44,3133,0.564,68510,12.3
2020,7,11,45,19272,0.811,220369,9.27
2020,7,11,46,1216,0.262,19938,4.3
2020,7,11,47,22060,0.66,290280,8.68
2020,7,11,48,105516,0.751,1418602,10.1
2020,7,11,49,4792,0.298,74791,4.65
2020,7,11,50,1830,0.535,40165,11.7
2020,7,11,51,32292,0.732,404362,9.16
2020,7,11,53,45622,1.17,433180,11.1
2020,7,11,54,4070,0.511,68412,8.58
2020,7,11,55,29051,0.936,253816,8.17
2020,7,11,56,1485,0.508,15196,5.2
},,,,,,,